CustomerKey,FirstName,MiddleName,LastName,CountryName,DateFirstPurchase,SalesOrderNumber,OrderDate,SalesAmount,OrderElapsedDays
11929,Virginia,,Gonzalez,Australia,2011-10-14,SO73313,2013-12-17 00:00:00.000,784.47,795
12749,Miguel,,Lee,France,2011-10-27,SO69955,2013-11-03 00:00:00.000,2337.27,738
16711,Jorge,,Zhao,Australia,2013-03-07,SO61974,2013-07-12 00:00:00.000,69.97,127
21843,Erica,F,He,Germany,2013-04-06,SO55776,2013-04-06 00:00:00.000,13.98,0
26219,Summer,,Suri,United Kingdom,2013-05-17,SO58188,2013-05-17 00:00:00.000,570.47,0
13687,Mario,,Xie,United Kingdom,2011-02-09,SO43974,2011-02-09 00:00:00.000,3578.27,0
13452,Kaitlyn,,Evans,United States,2012-03-30,SO59189,2013-05-31 00:00:00.000,2356.95,427
15607,Ricky,A,Gill,Australia,2013-11-16,SO74474,2014-01-08 00:00:00.000,59.48,53
19402,Jeremiah,,Scott,United States,2013-02-10,SO52571,2013-02-10 00:00:00.000,1254.47,0
11294,Dalton,P,Clark,United States,2013-09-25,SO74335,2014-01-03 00:00:00.000,39.99,100
12835,Karl,L,Yuan,Germany,2013-06-02,SO59316,2013-06-02 00:00:00.000,39.98,0
20924,Alberto,M,Sanz,Germany,2013-06-28,SO61067,2013-06-28 00:00:00.000,69.97,0
21223,Evelyn,A,Suri,Australia,2013-03-25,SO54978,2013-03-25 00:00:00.000,56.98,0
11213,Stephanie,B,Murphy,United States,2013-03-28,SO55148,2013-03-28 00:00:00.000,2.29,0
17310,Alejandro,,Wang,Australia,2011-03-02,SO44146,2011-03-02 00:00:00.000,3578.27,0
15943,Richard,,Watson,Canada,2013-03-20,SO54732,2013-03-20 00:00:00.000,154.98,0
11865,Chloe,R,Rivera,United States,2013-02-17,SO67839,2013-10-06 00:00:00.000,7.95,231
26135,Erica,P,Sun,Australia,2012-03-19,SO67392,2013-09-29 00:00:00.000,1184.46,559
16745,Krista,J,Moreno,Australia,2011-02-07,SO43964,2011-02-07 00:00:00.000,3578.27,0
11412,Sydney,S,Bryant,Germany,2011-11-05,SO52409,2013-02-08 00:00:00.000,2366.94,461
17310,Alejandro,,Wang,Australia,2011-03-02,SO59554,2013-06-05 00:00:00.000,2451.30,826
12465,Cassandra,P,Patel,United Kingdom,2013-03-30,SO65129,2013-08-28 00:00:00.000,49.99,151
11245,Ricky,D,Vazquez,Germany,2011-09-26,SO45765,2011-09-26 00:00:00.000,3374.99,0
17731,Tracy,,Sharma,Australia,2013-12-05,SO72361,2013-12-05 00:00:00.000,23.78,0
16074,Caleb,,Roberts,United States,2013-05-16,SO58096,2013-05-16 00:00:00.000,39.98,0
18131,Ann,B,Malhotra,France,2011-09-16,SO45702,2011-09-16 00:00:00.000,699.0982,0
23980,Sergio,C,Garcia,France,2013-09-24,SO66982,2013-09-24 00:00:00.000,68.97,0
20821,Hany,,Morcos,Australia,2011-12-09,SO55223,2013-03-29 00:00:00.000,539.99,476
11382,Edward,,Patterson,France,2012-11-03,SO50404,2012-11-03 00:00:00.000,2049.0982,0
16162,Mackenzie,E,Morgan,Australia,2013-07-20,SO62477,2013-07-20 00:00:00.000,36.59,0
25197,Kyle,J,Perry,United States,2013-05-12,SO57862,2013-05-12 00:00:00.000,36.59,0
11091,Dalton,,Perez,Canada,2013-01-29,SO74373,2014-01-05 00:00:00.000,34.99,341
22187,Hannah,A,Russell,United States,2014-01-01,SO74264,2014-01-01 00:00:00.000,32.28,0
13463,Tammy,B,Sara,United States,2013-11-13,SO70695,2013-11-13 00:00:00.000,106.96,0
15494,Anna,D,Ross,Canada,2013-02-26,SO53366,2013-02-26 00:00:00.000,29.99,0
18093,Grace,M,Johnson,United States,2013-06-16,SO60276,2013-06-16 00:00:00.000,13.98,0
17239,Desiree,J,Romero,Australia,2013-09-13,SO66263,2013-09-13 00:00:00.000,32.28,0
24820,David,G,Clark,United States,2013-02-04,SO52228,2013-02-04 00:00:00.000,38.88,0
27033,Ernest,,Harrison,United States,2013-05-27,SO58725,2013-05-27 00:00:00.000,29.48,0
27710,Sean,L,Bailey,Australia,2013-10-10,SO68136,2013-10-10 00:00:00.000,563.77,0
22925,Karla,E,Shen,Australia,2013-09-03,SO65635,2013-09-03 00:00:00.000,134.93,0
18143,Chad,,Shen,France,2011-10-05,SO45852,2011-10-05 00:00:00.000,699.0982,0
18100,Kyle,L,Li,United States,2013-07-17,SO62311,2013-07-17 00:00:00.000,59.98,0
14424,Stefanie,,Raman,France,2012-03-04,SO67027,2013-09-25 00:00:00.000,2457.33,570
21367,Cindy,,Rana,Australia,2013-02-21,SO53075,2013-02-21 00:00:00.000,7.28,0
25888,Morgan,D,Edwards,United States,2011-03-09,SO44179,2011-03-09 00:00:00.000,3374.99,0
23000,Victoria,M,Henderson,United States,2014-01-13,SO74633,2014-01-13 00:00:00.000,94.46,0
22882,Charles,,Jones,Canada,2013-08-26,SO64979,2013-08-26 00:00:00.000,101.45,0
26281,Ian,D,Alexander,United States,2012-02-10,SO73166,2013-12-15 00:00:00.000,1263.82,674
25463,Miguel,,Robinson,France,2013-12-26,SO74025,2013-12-26 00:00:00.000,2384.07,0
26676,Emily,,Jenkins,United States,2012-06-11,SO48542,2012-06-11 00:00:00.000,2049.0982,0
12956,Marshall,,Sun,United States,2013-06-29,SO69179,2013-10-26 00:00:00.000,8.99,119
14724,Dylan,L,Robinson,Canada,2013-05-20,SO74565,2014-01-11 00:00:00.000,38.88,236
17166,Joshua,R.,Several,United States,2013-10-26,SO69193,2013-10-26 00:00:00.000,4.99,0
17057,Tasha,T,Raji,Australia,2013-04-17,SO74507,2014-01-09 00:00:00.000,53.99,267
13163,Noah,M,Lopez,United States,2013-05-30,SO59110,2013-05-30 00:00:00.000,30.97,0
26558,Holly,,Garcia,Australia,2013-07-09,SO61788,2013-07-09 00:00:00.000,6.28,0
23766,Cassandra,A,Martinez,Germany,2013-07-31,SO63327,2013-07-31 00:00:00.000,68.97,0
17316,Marvin,E,Serrano,Australia,2013-11-04,SO70026,2013-11-04 00:00:00.000,59.48,0
12695,Kari,L,Ruiz,Australia,2013-05-10,SO57754,2013-05-10 00:00:00.000,159.00,0
12361,Dana,C,Diaz,Australia,2013-09-18,SO71027,2013-11-18 00:00:00.000,24.49,61
13756,Kaylee,S,Young,Canada,2013-03-01,SO58042,2013-05-15 00:00:00.000,71.58,75
17834,Michele,M,Gill,France,2012-11-21,SO72650,2013-12-09 00:00:00.000,2365.94,383
23675,Emmanuel,,Prasad,United States,2013-09-19,SO66660,2013-09-19 00:00:00.000,29.99,0
29373,Bobby,J,Subram,United Kingdom,2013-05-10,SO57775,2013-05-10 00:00:00.000,184.48,0
11459,Tasha,,Deng,Australia,2011-07-27,SO60452,2013-06-18 00:00:00.000,2419.06,692
18125,Leah,,Cai,Germany,2011-12-30,SO46684,2011-12-30 00:00:00.000,1000.4375,0
12745,Rafael,,Wu,United Kingdom,2012-10-13,SO73844,2013-12-24 00:00:00.000,751.34,437
24002,Thomas,,Harris,Australia,2012-09-24,SO49789,2012-09-24 00:00:00.000,2181.5625,0
11382,Edward,,Patterson,France,2012-11-03,SO52846,2013-02-16 00:00:00.000,2294.99,105
11098,Mallory,S,Rubio,Australia,2013-02-11,SO68475,2013-10-16 00:00:00.000,4.99,247
23105,Karl,M,Andersen,Australia,2012-06-05,SO51255,2013-01-01 00:00:00.000,1179.97,210
28839,Connor,J,Parker,United States,2011-06-30,SO45035,2011-06-30 00:00:00.000,3578.27,0
11768,Clayton,,Nara,Australia,2011-09-03,SO53865,2013-03-04 00:00:00.000,2319.99,548
13958,Diane,,Martin,Australia,2012-07-02,SO72268,2013-12-03 00:00:00.000,2384.07,519
22414,Eugene,P,Wu,Germany,2013-01-08,SO51373,2013-01-08 00:00:00.000,574.98,0
14517,Ebony,,Rodriguez,Australia,2013-07-10,SO61858,2013-07-10 00:00:00.000,53.99,0
16473,Dawn,,Andersen,Germany,2013-10-05,SO67804,2013-10-05 00:00:00.000,24.99,0
28941,Deanna,,Moreno,Australia,2013-10-22,SO68893,2013-10-22 00:00:00.000,69.97,0
13183,Christian,M,Jenkins,United States,2013-03-12,SO55172,2013-03-28 00:00:00.000,75.97,16
12949,Morgan,S,Rivera,United States,2012-01-10,SO67739,2013-10-04 00:00:00.000,2376.96,633
26336,Noah,D,Brown,United States,2014-01-17,SO74761,2014-01-17 00:00:00.000,27.28,0
14571,Rachel,M,Richardson,United States,2013-08-21,SO64705,2013-08-21 00:00:00.000,89.97,0
15054,Roger,L,Anand,Germany,2011-12-06,SO46437,2011-12-06 00:00:00.000,3578.27,0
26570,Hunter,,Gonzales,Australia,2012-06-18,SO48626,2012-06-18 00:00:00.000,782.99,0
23414,Damien,L,Lin,Australia,2012-07-03,SO48825,2012-07-03 00:00:00.000,2181.5625,0
17511,Tabitha,C,Subram,Australia,2011-04-07,SO51563,2013-01-20 00:00:00.000,572.26,654
19867,Juan,J,Sanchez,United States,2013-04-29,SO57008,2013-04-29 00:00:00.000,1155.48,0
15390,Jonathan,B,Turner,United States,2013-09-05,SO65765,2013-09-05 00:00:00.000,39.98,0
19353,Desiree,,Gill,Germany,2011-04-18,SO44422,2011-04-18 00:00:00.000,699.0982,0
16027,Anne,,Vazquez,Australia,2012-12-07,SO72414,2013-12-05 00:00:00.000,1754.98,363
28443,Alfredo,F,Dominguez,France,2011-08-03,SO45357,2011-08-03 00:00:00.000,3374.99,0
23280,Hannah,A,Alexander,United States,2013-05-07,SO57606,2013-05-07 00:00:00.000,14.98,0
24363,Amanda,,Coleman,Australia,2014-01-22,SO74916,2014-01-22 00:00:00.000,13.98,0
14938,Mallory,,Sanz,United Kingdom,2013-03-08,SO54071,2013-03-08 00:00:00.000,78.98,0
13169,Caleb,,Griffin,United States,2013-06-05,SO59538,2013-06-05 00:00:00.000,71.97,0
23648,Karla,,Chander,Australia,2012-08-24,SO63672,2013-08-05 00:00:00.000,1700.99,346
13734,Kristi,A,Gonzalez,United States,2012-06-05,SO72317,2013-12-04 00:00:00.000,2340.94,547
20218,Drew,A,Xie,Australia,2013-04-24,SO56700,2013-04-24 00:00:00.000,27.77,0
18532,Marcus,,Russell,United States,2013-12-16,SO73232,2013-12-16 00:00:00.000,2345.22,0
11814,Dalton,L,Morgan,United States,2013-06-23,SO60700,2013-06-23 00:00:00.000,58.98,0
12750,Teresa,,Vazquez,France,2011-10-10,SO69387,2013-10-28 00:00:00.000,603.49,749
23380,Gabriel,B,Campbell,United States,2013-03-26,SO55051,2013-03-26 00:00:00.000,69.97,0
15372,Miguel,,Alexander,United States,2012-05-29,SO64429,2013-08-17 00:00:00.000,2322.28,445
19151,Ian,,Cooper,United States,2013-09-28,SO67227,2013-09-28 00:00:00.000,69.99,0
18768,Dalton,M,Garcia,Australia,2011-07-25,SO45228,2011-07-25 00:00:00.000,3578.27,0
13902,Jeremiah,,Simmons,United States,2013-07-12,SO61993,2013-07-12 00:00:00.000,21.98,0
11413,Megan,L,Stewart,United Kingdom,2011-08-10,SO45402,2011-08-10 00:00:00.000,3399.99,0
15307,Jennifer,,Garcia,United States,2013-03-30,SO55352,2013-03-30 00:00:00.000,39.98,0
12031,Logan,H,Jai,Canada,2013-11-06,SO70216,2013-11-06 00:00:00.000,769.49,0
27358,Devon,G,Shen,Australia,2013-04-27,SO56854,2013-04-27 00:00:00.000,78.98,0
16360,Justin,,Garcia,United States,2013-03-01,SO53714,2013-03-01 00:00:00.000,553.97,0
11362,Damien,M,Shan,Australia,2013-03-29,SO66950,2013-09-24 00:00:00.000,49.99,179
11110,Curtis,,Yang,Australia,2011-05-01,SO64674,2013-08-20 00:00:00.000,2398.05,842
18499,Darren,I,Rodriguez,United States,2014-01-18,SO74802,2014-01-18 00:00:00.000,4.99,0
17680,Mackenzie,L,Gray,Canada,2013-08-19,SO74700,2014-01-15 00:00:00.000,165.22,149
12598,Alexandra,,Bryant,United Kingdom,2013-08-04,SO63584,2013-08-04 00:00:00.000,33.98,0
11363,Julian,,Ross,Australia,2011-06-08,SO44871,2011-06-08 00:00:00.000,3399.99,0
17294,Ruth,S,Arun,Australia,2011-03-09,SO44181,2011-03-09 00:00:00.000,3578.27,0
21087,Rebecca,E,Scott,Germany,2013-09-06,SO65816,2013-09-06 00:00:00.000,819.48,0
13533,Eduardo,G,Butler,United Kingdom,2013-04-09,SO55949,2013-04-09 00:00:00.000,68.97,0
15188,Isaac,S,Watson,United States,2012-01-12,SO68442,2013-10-15 00:00:00.000,848.47,642
12668,Melissa,E,Patterson,Australia,2012-02-10,SO66698,2013-09-19 00:00:00.000,2438.06,587
14469,Angela,E,Bell,United States,2013-03-31,SO55416,2013-03-31 00:00:00.000,64.47,0
22978,Devon,,Jai,Australia,2013-12-31,SO74219,2013-12-31 00:00:00.000,81.46,0
12666,Jessie,D,Zhu,Australia,2013-11-03,SO70166,2013-11-06 00:00:00.000,27.28,3
12283,Todd,C,Zeng,United Kingdom,2012-03-30,SO47731,2012-03-30 00:00:00.000,2049.0982,0
11796,Isabel,C,Jenkins,United States,2011-10-16,SO59116,2013-05-30 00:00:00.000,2416.93,592
14196,Felicia,R,Dominguez,United Kingdom,2013-04-13,SO56171,2013-04-13 00:00:00.000,68.97,0
20411,Cole,S,James,United States,2013-05-14,SO57981,2013-05-14 00:00:00.000,69.47,0
16667,Allison,,Sanchez,Canada,2013-06-19,SO69328,2013-10-28 00:00:00.000,21.49,131
16987,Miguel,D,Clark,Canada,2013-08-13,SO64156,2013-08-13 00:00:00.000,2414.99,0
24155,Tracy,,Raje,Germany,2013-10-23,SO69020,2013-10-23 00:00:00.000,539.99,0
11136,Brianna,D,Morgan,Canada,2013-01-03,SO51276,2013-01-03 00:00:00.000,2380.47,0
11854,Jason,K,Mitchell,United States,2011-10-25,SO45987,2011-10-25 00:00:00.000,3578.27,0
28800,Mason,A,Sanchez,United States,2013-11-07,SO70261,2013-11-07 00:00:00.000,24.99,0
12806,Ronnie,L,Zeng,Germany,2012-11-18,SO50541,2012-11-18 00:00:00.000,2049.0982,0
12189,Sophia,,Wright,United States,2011-12-14,SO54573,2013-03-17 00:00:00.000,2371.96,459
20630,Diane,M,Alonso,Australia,2013-11-01,SO69797,2013-11-01 00:00:00.000,74.98,0
11671,Jessica,L,Brown,United States,2011-10-21,SO45960,2011-10-21 00:00:00.000,3578.27,0
16251,Makayla,,Howard,United Kingdom,2013-05-01,SO57280,2013-05-01 00:00:00.000,4.99,0
18757,Frederick,,Srini,United States,2013-02-08,SO52433,2013-02-08 00:00:00.000,78.98,0
24374,Eugene,A,Ma,Australia,2014-01-27,SO75062,2014-01-27 00:00:00.000,21.49,0
11506,Nicholas,S,Brown,Canada,2013-03-08,SO68954,2013-10-23 00:00:00.000,7.95,229
21534,Warren,F,Rai,United Kingdom,2012-11-28,SO51263,2013-01-02 00:00:00.000,839.46,35
19425,Arturo,,Zhao,United Kingdom,2013-06-08,SO59740,2013-06-08 00:00:00.000,31.27,0
19209,Alexandra,,Nelson,United States,2013-10-24,SO69079,2013-10-24 00:00:00.000,574.98,0
20129,Nicole,A,Stewart,United States,2013-04-04,SO55632,2013-04-04 00:00:00.000,119.98,0
28733,Diana,J,Ramos,United Kingdom,2013-09-12,SO66247,2013-09-12 00:00:00.000,2407.04,0
21883,Patricia,R,Kapoor,Australia,2013-02-02,SO52115,2013-02-02 00:00:00.000,42.28,0
11506,Nicholas,S,Brown,Canada,2013-03-08,SO57911,2013-05-13 00:00:00.000,62.98,66
22868,Ernest,V,Sun,France,2013-12-13,SO72995,2013-12-13 00:00:00.000,33.98,0
15882,Maurice,,Xie,United States,2012-09-28,SO56256,2013-04-15 00:00:00.000,589.47,199
12843,Summer,K,Smith,France,2011-11-14,SO72285,2013-12-04 00:00:00.000,2439.99,751
17136,Glenn,L,Ye,United States,2013-11-06,SO70220,2013-11-06 00:00:00.000,2297.28,0
18004,Tonya,,Shen,France,2011-06-10,SO44874,2011-06-10 00:00:00.000,699.0982,0
11319,Jade,E,Bailey,United States,2011-09-09,SO53282,2013-02-24 00:00:00.000,2351.96,534
11185,Ashley,,Henderson,Canada,2013-02-21,SO71036,2013-11-18 00:00:00.000,39.98,270
23121,Danny,,Ramos,Australia,2012-07-03,SO48829,2012-07-03 00:00:00.000,2443.35,0
21183,Hector,,Moreno,Australia,2012-01-05,SO46743,2012-01-05 00:00:00.000,2181.5625,0
17221,Ricky,M,Navarro,Germany,2012-09-03,SO49604,2012-09-03 00:00:00.000,2443.35,0
14011,Roger,G,Shen,Australia,2012-08-06,SO49239,2012-08-06 00:00:00.000,2071.4196,0
11271,Danielle,C,Reed,United States,2011-09-27,SO51590,2013-01-22 00:00:00.000,2394.97,483
25177,Alberto,,Gomez,Canada,2014-01-25,SO75014,2014-01-25 00:00:00.000,36.96,0
19977,Kristine,,Gill,Australia,2011-10-24,SO45982,2011-10-24 00:00:00.000,3578.27,0
18472,Hannah,C,Ross,United States,2014-01-04,SO74352,2014-01-04 00:00:00.000,79.47,0
27416,Jeremiah,,Morris,United States,2012-11-23,SO50596,2012-11-23 00:00:00.000,2049.0982,0
15983,Alexis,L,Ross,United States,2012-12-10,SO65432,2013-08-30 00:00:00.000,2351.96,263
17054,Shawn,,Raje,Australia,2013-05-28,SO68964,2013-10-23 00:00:00.000,53.99,148
14899,Rodney,S,Dominguez,United States,2013-06-13,SO60073,2013-06-13 00:00:00.000,4.99,0
29153,Pedro,,Arun,United States,2013-05-14,SO57968,2013-05-14 00:00:00.000,3.99,0
14130,Rebekah,,Serrano,Australia,2012-08-03,SO56944,2013-04-28 00:00:00.000,1764.96,268
18205,Lindsey,,Raji,Australia,2011-05-08,SO44618,2011-05-08 00:00:00.000,3578.27,0
25226,Robert,,Kumar,Australia,2012-12-22,SO51025,2012-12-22 00:00:00.000,1000.4375,0
25427,Omar,,Zeng,United States,2013-06-08,SO59754,2013-06-08 00:00:00.000,2393.06,0
16635,Erick,,Suri,Australia,2013-04-18,SO74874,2014-01-21 00:00:00.000,122.41,278
15718,Heather,L,Lin,Australia,2013-09-16,SO73414,2013-12-19 00:00:00.000,28.98,94
19076,Jaclyn,,Pal,France,2012-02-21,SO47275,2012-02-21 00:00:00.000,782.99,0
21738,Francis,J,Alonso,United Kingdom,2013-12-04,SO72308,2013-12-04 00:00:00.000,69.97,0
18135,Blake,E,Diaz,United Kingdom,2012-11-04,SO70997,2013-11-17 00:00:00.000,2398.05,378
17249,Carl,S,Goel,Australia,2011-03-14,SO44195,2011-03-14 00:00:00.000,3578.27,0
25923,Mason,W,Parker,Australia,2013-02-02,SO52118,2013-02-02 00:00:00.000,6.28,0
12862,Melinda,L,Ortega,France,2013-10-06,SO67873,2013-10-06 00:00:00.000,117.58,0
11869,Kaitlyn,A,Adams,Canada,2013-03-20,SO74736,2014-01-16 00:00:00.000,29.48,302
12344,Dominique,,Perez,Australia,2013-03-14,SO54382,2013-03-14 00:00:00.000,32.27,0
15561,Angel,B,Young,United States,2012-09-01,SO49593,2012-09-01 00:00:00.000,782.99,0
25373,Nichole,,Chande,United States,2013-09-23,SO66898,2013-09-23 00:00:00.000,71.58,0
26200,Ian,V,Baker,Canada,2012-09-26,SO49804,2012-09-26 00:00:00.000,2181.5625,0
17340,Joy,J,Hernandez,United States,2013-11-10,SO70484,2013-11-10 00:00:00.000,29.26,0
27243,Mariah,L,Bailey,Canada,2013-04-17,SO56353,2013-04-17 00:00:00.000,54.98,0
14343,Xavier,,Turner,United States,2012-08-18,SO49359,2012-08-18 00:00:00.000,1000.4375,0
13539,Roger,,Guo,United Kingdom,2013-08-05,SO63664,2013-08-05 00:00:00.000,9.99,0
12846,Bridget,L,Nara,Germany,2012-12-21,SO51012,2012-12-21 00:00:00.000,2071.4196,0
13739,Jason,H,Coleman,United States,2013-08-24,SO64878,2013-08-24 00:00:00.000,71.97,0
15922,Roger,C,Kumar,United Kingdom,2013-02-16,SO67374,2013-09-29 00:00:00.000,132.97,225
22063,Joanna,,Suarez,Australia,2014-01-15,SO74693,2014-01-15 00:00:00.000,78.98,0
17828,Valerie,J,Zhou,United Kingdom,2012-08-08,SO65637,2013-09-03 00:00:00.000,819.48,391
26634,Devin,P,Walker,United States,2012-05-31,SO71079,2013-11-18 00:00:00.000,825.30,536
11058,Marc,,Diaz,Australia,2011-03-09,SO44180,2011-03-09 00:00:00.000,3399.99,0
16708,Kellie,,Sanz,Australia,2011-02-19,SO56785,2013-04-25 00:00:00.000,828.47,796
16738,Ramon,B,Lu,Australia,2013-03-13,SO58294,2013-05-20 00:00:00.000,30.97,68
25214,Roger,,Chander,Australia,2012-11-27,SO50654,2012-11-27 00:00:00.000,1000.4375,0
23776,Cristina,L,Yuan,Germany,2013-03-17,SO54535,2013-03-17 00:00:00.000,2478.34,0
27895,Colin,,Pal,France,2013-12-15,SO73160,2013-12-15 00:00:00.000,811.32,0
11651,Patricia,,Garcia,Canada,2013-03-04,SO53837,2013-03-04 00:00:00.000,64.97,0
22974,Erika,S,Vazquez,Australia,2013-03-23,SO54890,2013-03-23 00:00:00.000,7.28,0
22122,Rachel,,Butler,United States,2013-04-13,SO56149,2013-04-13 00:00:00.000,94.46,0
24678,Nathan,,Long,United States,2013-08-12,SO64078,2013-08-12 00:00:00.000,100.09,0
12955,Theresa,,Hernandez,United States,2013-11-18,SO71055,2013-11-18 00:00:00.000,74.98,0
27754,Marcus,A,Gonzalez,United States,2013-08-22,SO64742,2013-08-22 00:00:00.000,23.78,0
13805,Gabriel,J,Hernandez,United Kingdom,2013-05-29,SO58871,2013-05-29 00:00:00.000,28.98,0
11667,Blake,S,Moore,United States,2013-07-04,SO61493,2013-07-04 00:00:00.000,53.99,0
27359,Morgan,J,Davis,Australia,2012-11-20,SO61164,2013-06-29 00:00:00.000,561.48,221
11249,Cindy,A,Patel,Germany,2011-10-09,SO66414,2013-09-15 00:00:00.000,2420.34,707
12460,Dominique,,Malhotra,United Kingdom,2012-07-25,SO59752,2013-06-08 00:00:00.000,1249.84,318
18058,Riley,S,Patterson,United States,2013-09-03,SO65654,2013-09-03 00:00:00.000,39.98,0
14393,José,J,Perez,United States,2013-09-29,SO67373,2013-09-29 00:00:00.000,31.97,0
14859,Jarrod,M,Weber,Australia,2013-02-13,SO52674,2013-02-13 00:00:00.000,31.27,0
14516,Tommy,,Lal,Australia,2013-02-21,SO62030,2013-07-13 00:00:00.000,53.99,142
27763,Stephanie,V,Wright,France,2013-10-05,SO67820,2013-10-05 00:00:00.000,785.32,0
19875,Patrick,,James,United States,2013-04-24,SO56754,2013-04-24 00:00:00.000,1199.46,0
11306,Micah,A,Zhou,United States,2013-06-30,SO65922,2013-09-07 00:00:00.000,39.99,69
23660,Christy,R,Tang,Australia,2012-09-08,SO49660,2012-09-08 00:00:00.000,2181.5625,0
14725,Evan,G,Morgan,Canada,2013-03-18,SO61612,2013-07-06 00:00:00.000,158.88,110
25707,Louis,M,Raje,Australia,2011-06-18,SO44944,2011-06-18 00:00:00.000,699.0982,0
19705,Anna,,Hughes,Canada,2013-11-05,SO70143,2013-11-05 00:00:00.000,2341.97,0
12319,Shannon,D,Ye,Germany,2013-04-10,SO56005,2013-04-10 00:00:00.000,74.48,0
20884,Darren,,Schmidt,France,2013-11-08,SO70370,2013-11-08 00:00:00.000,1229.96,0
27260,Candice,,Ma,United States,2012-11-01,SO50373,2012-11-01 00:00:00.000,2049.0982,0
26960,Jose,A,Thomas,United Kingdom,2013-07-17,SO62339,2013-07-17 00:00:00.000,574.98,0
20801,Ronald,H,Chandra,United Kingdom,2013-06-20,SO60541,2013-06-20 00:00:00.000,74.98,0
24845,Tyrone,,Jimenez,France,2013-10-03,SO67677,2013-10-03 00:00:00.000,69.46,0
22891,Andrea,M,Gonzalez,United States,2013-05-12,SO57866,2013-05-12 00:00:00.000,69.97,0
18461,Tina,J,Martinez,Australia,2011-06-14,SO44915,2011-06-14 00:00:00.000,3578.27,0
14374,David,,Yang,United States,2012-09-27,SO59188,2013-05-31 00:00:00.000,2362.27,246
20172,Kelli,,Gao,United Kingdom,2011-05-20,SO71503,2013-11-25 00:00:00.000,2451.30,920
11409,Jacqueline,H,Hayes,France,2012-11-17,SO51877,2013-01-28 00:00:00.000,2394.97,72
29223,Angel,,Phillips,United States,2011-07-28,SO45242,2011-07-28 00:00:00.000,3578.27,0
18245,Misty,M,Goel,Australia,2011-05-16,SO64844,2013-08-23 00:00:00.000,2443.35,830
23109,Lauren,E,Hughes,United States,2013-02-17,SO52897,2013-02-17 00:00:00.000,37.27,0
11459,Tasha,,Deng,Australia,2011-07-27,SO52959,2013-02-18 00:00:00.000,2322.28,572
18000,Ramon,,She,United Kingdom,2012-10-12,SO50039,2012-10-12 00:00:00.000,2443.35,0
20669,Rachel,C,Ross,Canada,2012-06-06,SO72346,2013-12-04 00:00:00.000,1120.49,546
17918,Suzanne,,Zeng,Australia,2011-04-27,SO44461,2011-04-27 00:00:00.000,3578.27,0
12304,Alejandro,A,Zhou,United Kingdom,2013-09-02,SO65591,2013-09-02 00:00:00.000,60.47,0
13756,Kaylee,S,Young,Canada,2013-03-01,SO59850,2013-06-10 00:00:00.000,68.97,101
27437,Gabriella,A,Reed,Canada,2013-04-02,SO55526,2013-04-02 00:00:00.000,78.98,0
24954,Jonathan,,Long,United States,2013-10-07,SO67917,2013-10-07 00:00:00.000,71.58,0
24559,Adrienne,,Suarez,France,2013-09-30,SO67448,2013-09-30 00:00:00.000,6.28,0
26692,Isabella,L,Brown,Canada,2011-06-07,SO44855,2011-06-07 00:00:00.000,699.0982,0
22580,Alexis,,Long,Australia,2012-05-02,SO48107,2012-05-02 00:00:00.000,2443.35,0
27053,Steven,J,Cook,Canada,2012-03-15,SO47560,2012-03-15 00:00:00.000,782.99,0
13447,Destiny,M,Cox,United States,2012-03-26,SO60364,2013-06-17 00:00:00.000,2351.96,448
17984,Barbara,G,Andersen,Germany,2012-12-19,SO68348,2013-10-14 00:00:00.000,2389.98,299
17632,Jimmy,L,Serrano,United Kingdom,2012-07-12,SO48896,2012-07-12 00:00:00.000,2181.5625,0
14417,Ernest,H,Lu,United States,2012-10-02,SO60288,2013-06-16 00:00:00.000,848.47,257
16682,Kristy,,Ramos,Australia,2013-06-18,SO70379,2013-11-09 00:00:00.000,29.99,144
17275,Ian,N,Sanders,United States,2013-03-10,SO54158,2013-03-10 00:00:00.000,4.99,0
20933,Laura,O,Li,United Kingdom,2012-08-20,SO49374,2012-08-20 00:00:00.000,782.99,0
19220,Mariah,R,Sanchez,Canada,2013-02-25,SO62545,2013-07-21 00:00:00.000,27.77,146
18686,Logan,,Coleman,Canada,2013-03-28,SO63582,2013-08-04 00:00:00.000,21.98,129
25240,Ross,,Rana,Australia,2012-12-23,SO51036,2012-12-23 00:00:00.000,1000.4375,0
16348,Roy,,Raman,Australia,2011-01-16,SO43774,2011-01-16 00:00:00.000,3578.27,0
15494,Anna,D,Ross,Canada,2013-02-26,SO55633,2013-04-04 00:00:00.000,119.98,37
15969,Sean,,Murphy,United States,2012-11-30,SO50791,2012-11-30 00:00:00.000,782.99,0
14819,Dana,M,Ruiz,Germany,2011-10-08,SO71228,2013-11-21 00:00:00.000,777.44,775
20267,Monica,D,Garcia,Australia,2013-08-05,SO63623,2013-08-05 00:00:00.000,49.97,0
17366,Devin,,Harris,United States,2013-03-15,SO54448,2013-03-15 00:00:00.000,39.98,0
18311,Jennifer,B,Mitchell,United States,2013-12-15,SO73135,2013-12-15 00:00:00.000,13.98,0
13697,Jésus,K,Munoz,Germany,2011-04-24,SO65503,2013-08-31 00:00:00.000,564.48,860
23332,Martin,l,Garcia,Australia,2012-06-30,SO48798,2012-06-30 00:00:00.000,2443.35,0
